date,year,Market_Down,avg_neg_score,Volatility_t,log_Volume_t,KOSPI_등락률
2020-01-03,2020,1,0.14712773,0.0005930570943879,20.26370791840724,0.0005930570943879
2020-01-06,2020,0,0.08087656,0.0098278856491733,20.20014952449173,-0.0098278856491733
2020-01-07,2020,1,0.07841713,0.0094985313702107,20.158046697015088,0.0094985313702107
2020-01-08,2020,0,0.076857395,0.0111374647214025,20.633155804807053,-0.0111374647214025
2020-01-09,2020,0,0.032239422,0.0163342335600169,20.20003636250759,0.0163342335600169
2020-01-10,2020,0,0.06953819,0.0091198060783461,20.203293423551514,0.0091198060783461
2020-01-13,2020,0,0.020031746,0.0103653479212653,20.00641751013087,0.0103653479212653
2020-01-14,2020,1,0.09450627,0.0043153333393144,20.544018655414053,0.0043153333393144
2020-01-15,2020,0,0.04908077,0.0035285499892804,20.43044568581344,-0.0035285499892804
2020-01-16,2020,0,0.04750933,0.0076513460452358,20.510483173284506,0.0076513460452358
2020-01-17,2020,0,0.0051591406,0.0011209715086408,20.17994525110395,0.0011209715086408
2020-01-20,2020,1,0.031968616,0.0053630857960427,20.117197289781,0.0053630857960427
2020-01-21,2020,0,0.02607495,0.0101430187745288,20.462316441080112,-0.0101430187745288
2020-01-22,2020,1,0.032339625,0.0123052743906522,20.226523754564937,0.0123052743906522
2020-01-23,2020,1,0.07181896,0.009315249751902,20.04915415029537,-0.009315249751902
2020-01-28,2020,0,0.03299718,0.0309020403983741,20.51115969371958,-0.0309020403983741
2020-01-29,2020,1,0.2209317,0.0039325223271713,20.355530991437103,0.0039325223271713
2020-01-30,2020,1,0.10928373,0.0170595987699517,20.217159707161308,-0.0170595987699517
2020-01-31,2020,1,0.20058064,0.013496275605214,20.381490504737208,-0.013496275605214
2020-02-03,2020,0,0.18439312,6.134940373103692e-05,20.54497560463368,-6.134940373103692e-05
2020-02-04,2020,0,0.18846308,0.0184153892622518,20.25268870087708,0.0184153892622518
2020-02-05,2020,0,0.09209598,0.0035821863849112,20.16882953354257,0.0035821863849112
2020-02-06,2020,1,0.034114316,0.0287722279429081,20.35973349038833,0.0287722279429081
2020-02-07,2020,1,0.00069454976,0.007177033492823,20.500550112851084,-0.007177033492823
2020-02-10,2020,0,0.06066592,0.0049187368611404,20.228258537857013,-0.0049187368611404
2020-02-11,2020,0,0.03375661,0.0100178549523639,20.081213587301285,0.0100178549523639
2020-02-12,2020,1,0.27505913,0.0068642268523517,20.265131867739832,0.0068642268523517
2020-02-13,2020,0,0.19701008,0.0024213940439067,20.274892802461537,-0.0024213940439067
2020-02-14,2020,1,0.010204315,0.0047604972771568,20.207802969432954,0.0047604972771568
2020-02-17,2020,1,0.105588,0.0006329142133812,19.942920811831023,-0.0006329142133812
2020-02-18,2020,0,0.20001121,0.0148472238947091,19.969147014365483,-0.0148472238947091
2020-02-19,2020,1,0.3010289,0.0006609684546015,20.197589393622508,0.0006609684546015
2020-02-20,2020,1,0.0003321244,0.0067138992191246,20.38016076724197,-0.0067138992191246
2020-02-21,2020,1,0.08181187,0.0148758824869049,20.269881768135843,-0.0148758824869049
2020-02-24,2020,0,0.07731993,0.0387453533317305,20.67051945470629,-0.0387453533317305
2020-02-25,2020,1,0.13567382,0.011817954440511,21.171527551305257,0.011817954440511
2020-02-26,2020,1,0.023313334,0.0127590190196852,20.513702104837424,-0.0127590190196852
2020-02-27,2020,1,0.1758215,0.0105355913269163,20.1483911544588,-0.0105355913269163
2020-02-28,2020,0,0.14232138,0.0330333983814218,20.325101346855355,-0.0330333983814218
2020-03-02,2020,0,0.1154137,0.0078006653212616,20.084802735360903,0.0078006653212616
2020-03-03,2020,0,0.0079660155,0.0058127050551557,20.238258515521512,0.0058127050551557
2020-03-04,2020,0,0.22719452,0.0224312985626691,20.22286407216547,0.0224312985626691
2020-03-05,2020,1,0.09547594,0.0125914739259858,20.33052736555159,0.0125914739259858
2020-03-06,2020,1,0.13772605,0.0215992250366862,20.57891982917977,-0.0215992250366862
2020-03-09,2020,0,0.08380523,0.0418827381360833,20.3181031825945,-0.0418827381360833
2020-03-10,2020,1,0.12855428,0.0041744041498488,20.27473298795376,0.0041744041498488
2020-03-11,2020,1,0.0026474327,0.0278461279821491,20.337186010234213,-0.0278461279821491
2020-03-12,2020,1,0.2652367,0.0387471374595838,20.56115227233601,-0.0387471374595838
2020-03-13,2020,1,0.018314388,0.0342849977921093,20.75793546344376,-0.0342849977921093
2020-03-16,2020,1,0.11483722,0.0319401165153774,20.340545489987377,-0.0319401165153774
2020-03-17,2020,1,0.0929792,0.0247367132010775,20.292143113895342,-0.0247367132010775
2020-03-18,2020,1,0.23404323,0.0485757336586065,20.40582238357541,-0.0485757336586065
2020-03-19,2020,0,0.19883795,0.0839366515837103,20.700687398588897,-0.0839366515837103
2020-03-20,2020,1,0.18891224,0.0744422491150078,20.52117596581958,0.0744422491150078
2020-03-23,2020,0,0.15653023,0.0534367717013057,20.288673069501243,-0.0534367717013057
2020-03-24,2020,0,0.23172994,0.0860124387841829,20.336556465688744,0.0860124387841829
2020-03-25,2020,1,0.0014229214,0.0588768734821145,20.587227111588675,0.0588768734821145
2020-03-26,2020,0,0.0023206682,0.0108636992890495,20.71571107949464,-0.0108636992890495
2020-03-27,2020,1,0.11043427,0.0186746845051712,20.79793401629763,0.0186746845051712
2020-03-30,2020,0,0.033266686,0.0003551198383914,20.459009621267395,-0.0003551198383914
2020-03-31,2020,1,0.07263444,0.0218505404398063,20.760068395064216,0.0218505404398063
2020-04-01,2020,0,0.10010642,0.0394268909861852,20.941268782759888,-0.0394268909861852
2020-04-02,2020,0,0.14189456,0.0233764076275913,20.45710184243944,0.0233764076275913
2020-04-03,2020,0,0.11519671,0.0003362591746578,20.72335234120481,0.0003362591746578
2020-04-06,2020,0,0.14952597,0.0385061201780416,20.92161540203212,0.0385061201780416
2020-04-07,2020,1,0.15212598,0.0177020782641692,20.67380093844496,0.0177020782641692
2020-04-08,2020,0,0.3196691,0.009026102215398,20.62619742105052,-0.009026102215398
2020-04-09,2020,0,0.047508996,0.0160861914406187,20.640504347649944,0.0160861914406187
2020-04-10,2020,1,0.039883092,0.0133372544534666,20.7157863239971,0.0133372544534666
2020-04-13,2020,0,0.078440696,0.0187778792927393,20.740861656522835,-0.0187778792927393
2020-04-14,2020,1,0.050173108,0.0171545000438173,20.60309197566777,0.0171545000438173
2020-04-16,2020,0,0.10137872,5.384797639340633e-06,20.59354210141469,-5.384797639340633e-06
2020-04-17,2020,1,0.17824626,0.0309412138476201,21.234567097379347,0.0309412138476201
2020-04-20,2020,1,0.0003419419,0.0084459371229492,20.80711361920979,-0.0084459371229492
2020-04-21,2020,0,0.11212281,0.0099981036262878,20.88393275107195,-0.0099981036262878
2020-04-22,2020,0,0.11410444,0.0089231555087316,20.525253794576404,0.0089231555087316
2020-04-23,2020,1,0.07368734,0.0097988028373281,20.34305861821496,0.0097988028373281
2020-04-24,2020,0,0.0021065345,0.0134327033054268,20.654898378776345,-0.0134327033054268
2020-04-27,2020,0,0.08368108,0.0178717952790086,20.41628265877548,0.0178717952790086
2020-04-28,2020,0,0.06906699,0.0058873396194032,20.88323617253597,0.0058873396194032
2020-04-29,2020,1,0.09571267,0.0069645156119932,21.408472383958056,0.0069645156119932
2020-05-04,2020,0,0.008195501,0.0267976339624966,20.860289658435484,-0.0267976339624966
2020-05-06,2020,1,0.084187396,0.0176166131151174,20.80256380921952,0.0176166131151174
2020-05-07,2020,0,0.13838251,7.777017358312488e-05,20.469222247748625,-7.777017358312488e-05
2020-05-08,2020,1,0.08360163,0.0089235252331991,20.48090462743324,0.0089235252331991
2020-05-11,2020,1,0.40127486,0.0053550688141759,20.197805301710176,-0.0053550688141759
2020-05-12,2020,0,0.008627799,0.0068357962178361,20.500034824307573,-0.0068357962178361
2020-05-13,2020,1,0.053576276,0.009494477595634,20.24326620410852,0.009494477595634
2020-05-14,2020,0,0.11030523,0.0079673472753322,20.44967902985944,-0.0079673472753322
2020-05-15,2020,0,0.20241968,0.001205219848724,20.579807873392166,0.001205219848724
2020-05-18,2020,0,0.0131818475,0.0051004524511228,20.451058076040752,0.0051004524511228
2020-05-19,2020,0,0.0014391036,0.0224561331055024,20.466325854724243,0.0224561331055024
2020-05-20,2020,0,0.061321646,0.0045592014581368,20.365800539331907,0.0045592014581368
2020-05-21,2020,1,0.037936036,0.0043575722241209,20.21443712968149,0.0043575722241209
2020-05-22,2020,0,0.14913441,0.0141019161191205,20.55776279942385,-0.0141019161191205
2020-05-25,2020,0,0.15526691,0.0124205001700394,20.279255813242347,0.0124205001700394
2020-05-26,2020,0,0.17064644,0.0176376215782614,20.74091322573666,0.0176376215782614
2020-05-27,2020,1,0.14426583,0.0006995832060616,20.887803261860952,0.0006995832060616
2020-05-28,2020,0,0.099160105,0.0013095706971248,20.882092137574272,-0.0013095706971248
2020-05-29,2020,0,0.054871835,0.0005225433070088,20.805964582227137,0.0005225433070088
2020-06-01,2020,0,0.0016170255,0.0174812770989356,20.720610778395788,0.0174812770989356
2020-06-02,2020,0,0.13434422,0.0107066070079611,20.723597901806773,0.0107066070079611
2020-06-03,2020,0,0.00065042614,0.0286557524710255,20.86476660842077,0.0286557524710255
2020-06-04,2020,0,0.080851585,0.001946902654867,21.054946497996863,0.001946902654867
2020-06-05,2020,0,0.08207481,0.0142665885699941,20.56613405421076,0.0142665885699941
2020-06-08,2020,0,0.2949249,0.0011091403245839,20.56548303193125,0.0011091403245839
2020-06-09,2020,0,0.059361394,0.002119681910369,20.521254285049032,0.002119681910369
2020-06-10,2020,1,0.0017567675,0.0030928494417337,20.37554224980485,0.0030928494417337
2020-06-11,2020,1,0.084578924,0.0086123268767448,20.533776424745582,-0.0086123268767448
2020-06-12,2020,1,0.041449845,0.0204338518361983,20.352052522622,-0.0204338518361983
2020-06-15,2020,0,0.1819266,0.0475918022792291,20.79305094066785,-0.0475918022792291
2020-06-16,2020,0,0.10763629,0.0528013314818645,20.696551069052443,0.0528013314818645
2020-06-17,2020,1,0.18680465,0.00140314772807,20.64802028168262,0.00140314772807
2020-06-18,2020,0,0.2596442,0.0035356483968147,20.45823756124997,-0.0035356483968147
2020-06-19,2020,1,0.05820698,0.0036747473611189,20.799719988524625,0.0036747473611189
2020-06-22,2020,0,0.20623823,0.0068135542562531,20.48674821384868,-0.0068135542562531
2020-06-23,2020,0,0.09964339,0.0021206265017184,20.63723664472809,0.0021206265017184
2020-06-24,2020,1,0.0013595914,0.0142029991929581,20.63322749057665,0.0142029991929581
2020-06-25,2020,0,0.0032380356,0.0227341071750768,20.740831259644004,-0.0227341071750768
2020-06-26,2020,1,0.21412785,0.0105473946325691,20.45020128211741,0.0105473946325691
2020-06-29,2020,0,0.12690033,0.01928653409224,20.281897647852293,-0.01928653409224
2020-06-30,2020,1,0.21066487,0.0070934520511301,20.37880863013489,0.0070934520511301
2020-07-01,2020,0,0.036508027,0.0007731237519743,20.83321457648816,-0.0007731237519743
2020-07-02,2020,0,0.00104688,0.0136089618835144,20.81124480625091,0.0136089618835144
2020-07-03,2020,0,0.0013364534,0.0079798817066831,20.46197215470121,0.0079798817066831
2020-07-06,2020,1,0.0026666417,0.016502432157442,20.31815370403517,0.016502432157442
2020-07-07,2020,1,0.09848875,0.0108595796026379,20.557723946432034,-0.0108595796026379
2020-07-08,2020,0,0.13965994,0.0024443551107352,20.33437783177812,-0.0024443551107352
2020-07-09,2020,1,0.17275833,0.0041780923441785,20.244210518084493,0.0041780923441785
2020-07-10,2020,0,0.1209245,0.0081415194427787,20.60334136091741,-0.0081415194427787
2020-07-13,2020,1,0.039486445,0.0166538774561098,20.292837979351688,0.0166538774561098
2020-07-14,2020,0,0.0028977285,0.0011207377656604,20.51371965966385,-0.0011207377656604
2020-07-15,2020,1,0.24963304,0.0083668787008668,20.537256895297336,0.0083668787008668
2020-07-16,2020,0,0.123558484,0.0082293312987082,20.480731831256094,-0.0082293312987082
2020-07-17,2020,1,0.15402046,0.0079816463347619,20.15991285238289,0.0079816463347619
